,Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Phone_Status,Email_Status
327,EMP1327,Alice,Davis,30.0,Cloud Tech-Texas,Pending,4/9/2020,103503.72,alice.davis@example.com,2545960632,Average,True,Cloud Tech,Texas,Valid,Needs Verification
328,EMP1328,David,Garcia,25.0,DevOps-New York,Active,3/23/2021,85401.3,david.garcia@example.com,9912971023,Poor,True,DevOps,New York,Valid,Needs Verification
329,EMP1329,Heidi,Garcia,40.0,Cloud Tech-Texas,Pending,2/3/2023,85547.87,heidi.garcia@example.com,8171752420,Excellent,False,Cloud Tech,Texas,Valid,Needs Verification
330,EMP1330,Eva,Smith,30.0,HR-Texas,Pending,7/23/2024,98850.14,eva.smith@example.com,4955112746,Poor,False,HR,Texas,Valid,Needs Verification
331,EMP1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,5/8/2021,63435.24,charlie.smith@example.com,4721970545,Poor,False,Cloud Tech,Illinois,Valid,Needs Verification
332,EMP1332,Frank,Brown,35.0,Finance-Texas,Inactive,4/11/2022,82129.84,frank.brown@example.com,6927589550,Average,False,Finance,Texas,Valid,Needs Verification
333,EMP1333,David,Williams,35.0,DevOps-Texas,Pending,10/23/2024,95492.61,david.williams@example.com,6874090379,Good,False,DevOps,Texas,Valid,Needs Verification
334,EMP1334,Grace,Miller,40.0,Finance-Illinois,Inactive,4/24/2020,94572.37,grace.miller@example.com,2146296135,Good,False,Finance,Illinois,Valid,Needs Verification
335,EMP1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,3/4/2023,118413.05,bob.garcia@example.com,7157787111,Poor,False,Finance,Nevada,Valid,Needs Verification
336,EMP1336,Alice,Jones,30.0,Admin-Nevada,Pending,8/31/2022,68976.65,alice.jones@example.com,1663651558,Poor,True,Admin,Nevada,Valid,Needs Verification
337,EMP1337,Eva,Williams,30.0,Sales-Nevada,Active,1/2/2021,115013.65,eva.williams@example.com,7371470826,Average,False,Sales,Nevada,Valid,Needs Verification
338,EMP1338,David,Brown,30.0,Admin-Nevada,Inactive,6/6/2020,70949.38,david.brown@example.com,2359096055,Poor,True,Admin,Nevada,Valid,Needs Verification
339,EMP1339,Grace,Brown,30.0,HR-Florida,Pending,10/13/2020,105334.87,grace.brown@example.com,7303064420,Average,False,HR,Florida,Valid,Needs Verification
340,EMP1340,Bob,Williams,30.0,DevOps-California,Active,7/19/2020,80596.18,bob.williams@example.com,2146147682,Good,False,DevOps,California,Valid,Needs Verification
341,EMP1341,Frank,Brown,30.0,Sales-Illinois,Inactive,5/3/2024,72846.37,frank.brown@example.com,4201654234,Good,True,Sales,Illinois,Valid,Needs Verification
342,EMP1342,Heidi,Williams,40.0,Admin-California,Pending,2/7/2022,80229.36,heidi.williams@example.com,6778265959,Excellent,False,Admin,California,Valid,Needs Verification
343,EMP1343,Grace,Johnson,25.0,Sales-California,Active,12/31/2023,55145.47,grace.johnson@example.com,8931992549,Good,False,Sales,California,Valid,Needs Verification
344,EMP1344,Grace,Williams,30.0,DevOps-Florida,Inactive,1/8/2022,85547.87,grace.williams@example.com,2727516479,Poor,True,DevOps,Florida,Valid,Needs Verification
345,EMP1345,Eva,Davis,40.0,HR-California,Active,9/28/2020,56110.81,eva.davis@example.com,7279103367,Good,False,HR,California,Valid,Needs Verification
346,EMP1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,2/9/2023,56514.5,grace.williams@example.com,2963533904,Average,False,Cloud Tech,Texas,Valid,Needs Verification
347,EMP1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,3/5/2022,104541.84,frank.brown@example.com,5044817765,Good,False,Cloud Tech,California,Valid,Needs Verification
348,EMP1348,David,Garcia,30.0,Sales-New York,Pending,2/18/2022,61865.12,david.garcia@example.com,5586851275,Excellent,True,Sales,New York,Valid,Needs Verification
349,EMP1349,Eva,Davis,40.0,Admin-Texas,Active,6/9/2022,69317.33,eva.davis@example.com,5289286645,Good,False,Admin,Texas,Valid,Needs Verification
350,EMP1350,Bob,Brown,35.0,HR-New York,Pending,7/4/2023,84706.17,bob.brown@example.com,4911110960,Average,False,HR,New York,Valid,Needs Verification
351,EMP1351,Heidi,Smith,25.0,Admin-California,Active,3/21/2022,73255.21,heidi.smith@example.com,7981789045,Average,False,Admin,California,Valid,Needs Verification
352,EMP1352,Frank,Smith,40.0,HR-Florida,Pending,5/2/2023,59528.71,frank.smith@example.com,3378613714,Poor,False,HR,Florida,Valid,Needs Verification
353,EMP1353,David,Garcia,40.0,HR-New York,Inactive,10/15/2021,70401.37,david.garcia@example.com,7660538443,Good,True,HR,New York,Valid,Needs Verification
354,EMP1354,Heidi,Garcia,30.0,Admin-California,Inactive,7/28/2021,107154.62,heidi.garcia@example.com,4630600024,Average,True,Admin,California,Valid,Needs Verification
355,EMP1355,Bob,Davis,30.0,Admin-Illinois,Pending,1/3/2021,97719.88,bob.davis@example.com,8955296385,Excellent,False,Admin,Illinois,Valid,Needs Verification
356,EMP1356,Heidi,Johnson,30.0,Finance-California,Pending,5/21/2020,107327.59,heidi.johnson@example.com,3960962625,Poor,False,Finance,California,Valid,Needs Verification
357,EMP1357,Grace,Garcia,40.0,Admin-Nevada,Inactive,5/10/2021,67687.72,grace.garcia@example.com,5826312818,Excellent,True,Admin,Nevada,Valid,Needs Verification
358,EMP1358,Grace,Smith,40.0,Cloud Tech-Florida,Pending,9/8/2022,90757.08,grace.smith@example.com,6482531105,Good,True,Cloud Tech,Florida,Valid,Needs Verification
359,EMP1359,Grace,Williams,30.0,Cloud Tech-California,Pending,7/21/2024,87583.42,grace.williams@example.com,,Good,False,Cloud Tech,California,Invalid,Needs Verification
360,EMP1360,Bob,Brown,25.0,Admin-Nevada,Pending,12/28/2021,61643.69,bob.brown@example.com,2752334382,Good,True,Admin,Nevada,Valid,Needs Verification
361,EMP1361,Grace,Smith,35.0,Finance-Texas,Active,7/20/2020,68111.69,grace.smith@example.com,6404120910,Poor,False,Finance,Texas,Valid,Needs Verification
362,EMP1362,David,Smith,40.0,HR-Florida,Inactive,4/30/2024,97568.88,david.smith@example.com,7911244210,Average,True,HR,Florida,Valid,Needs Verification
363,EMP1363,Charlie,Johnson,35.0,Cloud Tech-Florida,Active,8/28/2021,79118.28,charlie.johnson@example.com,7536170616,Poor,True,Cloud Tech,Florida,Valid,Needs Verification
364,EMP1364,Bob,Davis,30.0,HR-California,Inactive,7/21/2022,104898.9,bob.davis@example.com,1366572239,Excellent,True,HR,California,Valid,Needs Verification
365,EMP1365,Frank,Davis,40.0,Cloud Tech-Florida,Pending,11/27/2023,81671.3,frank.davis@example.com,2990155798,Poor,True,Cloud Tech,Florida,Valid,Needs Verification
366,EMP1366,Alice,Miller,25.0,Cloud Tech-California,Pending,8/11/2020,97399.75,alice.miller@example.com,8028413907,Excellent,False,Cloud Tech,California,Valid,Needs Verification
367,EMP1367,David,Johnson,30.0,Admin-Illinois,Active,11/8/2021,89189.43,david.johnson@example.com,,Poor,True,Admin,Illinois,Invalid,Needs Verification
368,EMP1368,David,Williams,40.0,DevOps-New York,Active,8/4/2023,96011.55,david.williams@example.com,2312447314,Average,True,DevOps,New York,Valid,Needs Verification
369,EMP1369,David,Davis,40.0,Sales-Florida,Inactive,1/10/2020,99331.49,david.davis@example.com,8477686341,Excellent,False,Sales,Florida,Valid,Needs Verification
370,EMP1370,Bob,Brown,30.0,Cloud Tech-Illinois,Active,1/19/2022,72818.94,bob.brown@example.com,3461994236,Good,True,Cloud Tech,Illinois,Valid,Needs Verification
371,EMP1371,Eva,Garcia,40.0,Sales-Nevada,Inactive,5/7/2023,77204.75,eva.garcia@example.com,6769459195,Good,True,Sales,Nevada,Valid,Needs Verification
372,EMP1372,Bob,Johnson,35.0,HR-Florida,Pending,12/19/2020,106961.68,bob.johnson@example.com,6395517207,Poor,False,HR,Florida,Valid,Needs Verification
373,EMP1373,Eva,Garcia,30.0,Sales-Texas,Pending,10/1/2020,71923.0,eva.garcia@example.com,4964985600,Good,True,Sales,Texas,Valid,Needs Verification
374,EMP1374,Bob,Smith,30.0,HR-Nevada,Active,11/12/2022,77192.43,bob.smith@example.com,2562531354,Excellent,False,HR,Nevada,Valid,Needs Verification
375,EMP1375,Grace,Brown,40.0,Admin-Florida,Pending,1/5/2023,98540.3,grace.brown@example.com,2510505378,Good,False,Admin,Florida,Valid,Needs Verification
376,EMP1376,Charlie,Brown,30.0,Admin-Florida,Inactive,10/14/2020,63096.9,charlie.brown@example.com,5381649382,Average,False,Admin,Florida,Valid,Needs Verification
377,EMP1377,Alice,Smith,35.0,Cloud Tech-Florida,Active,2/3/2021,107065.12,alice.smith@example.com,1849196654,Average,False,Cloud Tech,Florida,Valid,Needs Verification
378,EMP1378,Heidi,Johnson,40.0,DevOps-Florida,Inactive,12/25/2023,108792.43,heidi.johnson@example.com,3307704610,Poor,True,DevOps,Florida,Valid,Needs Verification
379,EMP1379,Bob,Smith,30.0,Cloud Tech-New York,Inactive,3/7/2020,69239.7,bob.smith@example.com,7295963903,Excellent,False,Cloud Tech,New York,Valid,Needs Verification
380,EMP1380,Charlie,Garcia,40.0,Sales-Nevada,Inactive,1/30/2023,85756.42,charlie.garcia@example.com,,Average,True,Sales,Nevada,Invalid,Needs Verification
381,EMP1381,Eva,Miller,30.0,HR-Illinois,Active,4/5/2024,100328.62,eva.miller@example.com,,Average,True,HR,Illinois,Invalid,Needs Verification
382,EMP1382,Grace,Brown,25.0,DevOps-Nevada,Active,9/1/2021,111236.69,grace.brown@example.com,5618579063,Excellent,True,DevOps,Nevada,Valid,Needs Verification
383,EMP1383,Eva,Jones,35.0,Cloud Tech-Florida,Active,5/7/2024,106832.22,eva.jones@example.com,7715910299,Good,True,Cloud Tech,Florida,Valid,Needs Verification
384,EMP1384,Frank,Jones,30.0,DevOps-Florida,Active,6/15/2023,59746.45,frank.jones@example.com,2156321357,Good,True,DevOps,Florida,Valid,Needs Verification
385,EMP1385,David,Garcia,25.0,Sales-California,Pending,7/29/2021,91780.04,david.garcia@example.com,,Poor,True,Sales,California,Invalid,Needs Verification
386,EMP1386,Eva,Williams,35.0,Sales-California,Pending,10/23/2023,107062.66,eva.williams@example.com,9642297124,Good,True,Sales,California,Valid,Needs Verification
387,EMP1387,Grace,Davis,25.0,HR-Nevada,Active,12/7/2023,110625.52,grace.davis@example.com,2967188396,Excellent,True,HR,Nevada,Valid,Needs Verification
388,EMP1388,Frank,Smith,30.0,DevOps-Florida,Inactive,10/18/2020,90419.79,frank.smith@example.com,7457314414,Average,True,DevOps,Florida,Valid,Needs Verification
389,EMP1389,Grace,Smith,40.0,Finance-Texas,Pending,6/15/2024,111608.76,grace.smith@example.com,8331170302,Good,True,Finance,Texas,Valid,Needs Verification
390,EMP1390,Eva,Williams,35.0,Finance-Florida,Inactive,4/6/2023,50173.12,eva.williams@example.com,7637153987,Poor,False,Finance,Florida,Valid,Needs Verification
391,EMP1391,Bob,Williams,40.0,DevOps-Nevada,Pending,1/3/2022,109507.44,bob.williams@example.com,5472812355,Good,False,DevOps,Nevada,Valid,Needs Verification
392,EMP1392,Grace,Garcia,30.0,Finance-New York,Inactive,7/3/2021,72600.56,grace.garcia@example.com,7983631461,Excellent,False,Finance,New York,Valid,Needs Verification
393,EMP1393,Charlie,Garcia,30.0,Finance-California,Pending,4/10/2024,53388.65,charlie.garcia@example.com,4912711306,Poor,True,Finance,California,Valid,Needs Verification
394,EMP1394,Heidi,Williams,25.0,Cloud Tech-New York,Inactive,7/23/2022,50047.32,heidi.williams@example.com,2407875417,Good,False,Cloud Tech,New York,Valid,Needs Verification
395,EMP1395,David,Brown,30.0,DevOps-California,Active,11/25/2024,115290.79,david.brown@example.com,1563268684,Poor,False,DevOps,California,Valid,Needs Verification
396,EMP1396,Frank,Garcia,35.0,Cloud Tech-California,Pending,8/21/2023,61586.76,frank.garcia@example.com,,Excellent,False,Cloud Tech,California,Invalid,Needs Verification
397,EMP1397,Eva,Miller,30.0,Finance-Nevada,Active,12/12/2023,56662.86,eva.miller@example.com,3629489785,Average,True,Finance,Nevada,Valid,Needs Verification
398,EMP1398,Bob,Garcia,30.0,Sales-New York,Pending,10/24/2023,85547.87,bob.garcia@example.com,1031310093,Excellent,True,Sales,New York,Valid,Needs Verification
399,EMP1399,Frank,Smith,25.0,Finance-Nevada,Active,9/5/2022,54957.98,frank.smith@example.com,3181439665,Excellent,True,Finance,Nevada,Valid,Needs Verification
400,EMP1400,Bob,Garcia,25.0,HR-California,Inactive,10/7/2020,76790.47,bob.garcia@example.com,1347323548,Excellent,True,HR,California,Valid,Needs Verification
401,EMP1401,Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,1/18/2020,92722.35,charlie.brown@example.com,4012897431,Excellent,False,Cloud Tech,Illinois,Valid,Needs Verification
402,EMP1402,Frank,Williams,30.0,DevOps-Nevada,Active,4/23/2022,93125.32,frank.williams@example.com,5122572075,Average,False,DevOps,Nevada,Valid,Needs Verification
403,EMP1403,David,Smith,25.0,Cloud Tech-New York,Active,4/22/2023,101100.64,david.smith@example.com,5024120956,Average,False,Cloud Tech,New York,Valid,Needs Verification
404,EMP1404,Grace,Garcia,35.0,Admin-New York,Inactive,8/13/2023,55897.41,grace.garcia@example.com,9073710093,Poor,False,Admin,New York,Valid,Needs Verification
405,EMP1405,Eva,Brown,25.0,DevOps-California,Active,11/26/2022,92484.88,eva.brown@example.com,3882211456,Good,True,DevOps,California,Valid,Needs Verification
406,EMP1406,Grace,Miller,35.0,DevOps-Texas,Active,10/10/2022,77011.99,grace.miller@example.com,7584745704,Average,True,DevOps,Texas,Valid,Needs Verification
407,EMP1407,Bob,Garcia,30.0,Cloud Tech-California,Inactive,9/27/2020,77078.68,bob.garcia@example.com,4589714801,Average,True,Cloud Tech,California,Valid,Needs Verification
408,EMP1408,Grace,Brown,35.0,Sales-Nevada,Active,4/11/2024,82971.02,grace.brown@example.com,6325703964,Good,False,Sales,Nevada,Valid,Needs Verification
409,EMP1409,Bob,Miller,25.0,Sales-Texas,Active,6/20/2021,65102.01,bob.miller@example.com,3136148781,Average,True,Sales,Texas,Valid,Needs Verification
410,EMP1410,Grace,Williams,30.0,HR-Nevada,Pending,10/23/2022,103697.7,grace.williams@example.com,4556964429,Excellent,True,HR,Nevada,Valid,Needs Verification
411,EMP1411,Grace,Garcia,25.0,DevOps-Illinois,Pending,6/15/2023,60687.63,grace.garcia@example.com,9859167953,Excellent,False,DevOps,Illinois,Valid,Needs Verification
412,EMP1412,Bob,Miller,30.0,Admin-New York,Pending,10/31/2021,77351.21,bob.miller@example.com,1072728497,Good,False,Admin,New York,Valid,Needs Verification
413,EMP1413,Bob,Smith,35.0,DevOps-Florida,Pending,9/29/2024,66704.62,bob.smith@example.com,2474140702,Poor,True,DevOps,Florida,Valid,Needs Verification
414,EMP1414,Grace,Williams,25.0,Finance-Illinois,Pending,4/22/2020,71650.3,grace.williams@example.com,4910740649,Poor,True,Finance,Illinois,Valid,Needs Verification
415,EMP1415,Charlie,Smith,25.0,Cloud Tech-Nevada,Active,12/7/2023,50794.54,charlie.smith@example.com,,Good,True,Cloud Tech,Nevada,Invalid,Needs Verification
416,EMP1416,Frank,Jones,30.0,Sales-Nevada,Inactive,12/7/2020,76030.86,frank.jones@example.com,2369143074,Good,True,Sales,Nevada,Valid,Needs Verification
417,EMP1417,Eva,Johnson,25.0,Cloud Tech-California,Inactive,7/11/2021,86669.79,eva.johnson@example.com,3666144941,Excellent,True,Cloud Tech,California,Valid,Needs Verification
418,EMP1418,Bob,Garcia,40.0,Finance-Illinois,Inactive,4/23/2020,84972.7,bob.garcia@example.com,9659234267,Poor,True,Finance,Illinois,Valid,Needs Verification
419,EMP1419,Frank,Miller,30.0,HR-Texas,Pending,10/12/2023,100594.49,frank.miller@example.com,3441497825,Average,False,HR,Texas,Valid,Needs Verification
420,EMP1420,Alice,Johnson,25.0,Cloud Tech-New York,Active,8/24/2022,75478.35,alice.johnson@example.com,6128758574,Excellent,False,Cloud Tech,New York,Valid,Needs Verification
421,EMP1421,Charlie,Johnson,25.0,Sales-Nevada,Pending,9/4/2023,79355.85,charlie.johnson@example.com,6766708060,Good,False,Sales,Nevada,Valid,Needs Verification
422,EMP1422,Grace,Miller,35.0,HR-Texas,Pending,2/2/2022,58358.07,grace.miller@example.com,2943985297,Poor,True,HR,Texas,Valid,Needs Verification
423,EMP1423,Alice,Williams,30.0,Admin-Illinois,Active,4/1/2022,54824.85,alice.williams@example.com,9406260786,Average,False,Admin,Illinois,Valid,Needs Verification
424,EMP1424,Eva,Garcia,35.0,HR-Texas,Pending,7/24/2022,50557.84,eva.garcia@example.com,,Average,True,HR,Texas,Invalid,Needs Verification
425,EMP1425,Eva,Jones,30.0,Admin-Florida,Inactive,4/26/2023,118030.04,eva.jones@example.com,7501980381,Excellent,True,Admin,Florida,Valid,Needs Verification
426,EMP1426,David,Smith,30.0,Admin-New York,Active,4/19/2022,51673.72,david.smith@example.com,8723244078,Poor,False,Admin,New York,Valid,Needs Verification
427,EMP1427,Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,10/4/2024,101665.79,alice.brown@example.com,3110291812,Poor,True,Cloud Tech,Nevada,Valid,Needs Verification
428,EMP1428,David,Smith,30.0,Admin-Florida,Inactive,5/2/2020,118079.15,david.smith@example.com,3170876013,Good,True,Admin,Florida,Valid,Needs Verification
429,EMP1429,Eva,Brown,25.0,Cloud Tech-New York,Pending,4/25/2022,99059.28,eva.brown@example.com,6723849790,Poor,False,Cloud Tech,New York,Valid,Needs Verification
430,EMP1430,Bob,Smith,30.0,Cloud Tech-Illinois,Active,7/29/2023,107397.4,bob.smith@example.com,6202232882,Poor,False,Cloud Tech,Illinois,Valid,Needs Verification
431,EMP1431,Alice,Miller,40.0,DevOps-New York,Active,8/20/2021,68269.37,alice.miller@example.com,7744197545,Excellent,False,DevOps,New York,Valid,Needs Verification
432,EMP1432,Grace,Jones,35.0,HR-Florida,Inactive,4/23/2021,55228.12,grace.jones@example.com,6176620470,Poor,True,HR,Florida,Valid,Needs Verification
433,EMP1433,Bob,Garcia,30.0,Cloud Tech-New York,Inactive,8/12/2022,71982.33,bob.garcia@example.com,9609409704,Average,False,Cloud Tech,New York,Valid,Needs Verification
434,EMP1434,Frank,Brown,30.0,Finance-California,Inactive,6/26/2021,109673.75,frank.brown@example.com,2774025882,Excellent,False,Finance,California,Valid,Needs Verification
435,EMP1435,Eva,Garcia,30.0,Cloud Tech-New York,Inactive,10/30/2020,56384.9,eva.garcia@example.com,5868122594,Excellent,True,Cloud Tech,New York,Valid,Needs Verification
436,EMP1436,Frank,Garcia,40.0,Sales-Texas,Pending,9/4/2021,68211.68,frank.garcia@example.com,7244617678,Good,False,Sales,Texas,Valid,Needs Verification
437,EMP1437,Alice,Garcia,40.0,Finance-Illinois,Pending,1/31/2023,67489.68,alice.garcia@example.com,2988425994,Poor,False,Finance,Illinois,Valid,Needs Verification
438,EMP1438,Charlie,Davis,25.0,Cloud Tech-Texas,Active,9/24/2020,63869.31,charlie.davis@example.com,9961002310,Good,False,Cloud Tech,Texas,Valid,Needs Verification
439,EMP1439,Bob,Williams,30.0,Sales-California,Active,2/14/2020,119801.3,bob.williams@example.com,7753312660,Average,True,Sales,California,Valid,Needs Verification
440,EMP1440,Heidi,Smith,30.0,Cloud Tech-California,Active,3/28/2020,115959.65,heidi.smith@example.com,,Excellent,True,Cloud Tech,California,Invalid,Needs Verification
441,EMP1441,Grace,Garcia,40.0,Finance-Texas,Inactive,10/31/2023,79866.48,grace.garcia@example.com,2517629832,Excellent,True,Finance,Texas,Valid,Needs Verification
442,EMP1442,Charlie,Smith,35.0,HR-Florida,Active,3/11/2020,92987.46,charlie.smith@example.com,4774332682,Excellent,True,HR,Florida,Valid,Needs Verification
443,EMP1443,Eva,Garcia,40.0,Finance-Illinois,Inactive,5/4/2020,56140.51,eva.garcia@example.com,1901302055,Average,False,Finance,Illinois,Valid,Needs Verification
444,EMP1444,Grace,Brown,30.0,DevOps-Illinois,Active,7/15/2023,119586.11,grace.brown@example.com,9815287338,Average,True,DevOps,Illinois,Valid,Needs Verification
445,EMP1445,Alice,Williams,40.0,DevOps-California,Inactive,1/20/2023,104700.46,alice.williams@example.com,7855982175,Good,True,DevOps,California,Valid,Needs Verification
446,EMP1446,Frank,Williams,40.0,HR-New York,Active,10/15/2021,91798.14,frank.williams@example.com,6191284116,Good,False,HR,New York,Valid,Needs Verification
447,EMP1447,Eva,Miller,25.0,Finance-Illinois,Inactive,4/19/2024,90879.22,eva.miller@example.com,3098503445,Good,False,Finance,Illinois,Valid,Needs Verification
448,EMP1448,Charlie,Davis,25.0,Admin-Nevada,Active,6/29/2021,87358.27,charlie.davis@example.com,5124189388,Poor,False,Admin,Nevada,Valid,Needs Verification
449,EMP1449,Alice,Miller,30.0,Sales-Florida,Inactive,9/14/2024,119407.93,alice.miller@example.com,8469081973,Excellent,True,Sales,Florida,Valid,Needs Verification
450,EMP1450,David,Miller,30.0,HR-Nevada,Pending,1/4/2022,113978.6,david.miller@example.com,,Excellent,True,HR,Nevada,Invalid,Needs Verification
451,EMP1451,Frank,Miller,30.0,Sales-New York,Pending,1/20/2021,108568.78,frank.miller@example.com,8503719904,Good,True,Sales,New York,Valid,Needs Verification
452,EMP1452,Heidi,Miller,30.0,HR-New York,Inactive,3/18/2020,56318.02,heidi.miller@example.com,1699187239,Excellent,False,HR,New York,Valid,Needs Verification
453,EMP1453,David,Miller,25.0,Sales-Florida,Active,11/10/2021,114252.73,david.miller@example.com,1078356742,Good,False,Sales,Florida,Valid,Needs Verification
454,EMP1454,Charlie,Jones,35.0,DevOps-New York,Inactive,5/1/2020,51533.9,charlie.jones@example.com,,Poor,True,DevOps,New York,Invalid,Needs Verification
455,EMP1455,Charlie,Williams,25.0,Sales-California,Active,2/4/2022,99317.66,charlie.williams@example.com,,Poor,False,Sales,California,Invalid,Needs Verification
456,EMP1456,Bob,Miller,35.0,HR-California,Active,11/18/2020,101264.64,bob.miller@example.com,1955356032,Average,False,HR,California,Valid,Needs Verification
457,EMP1457,Heidi,Garcia,35.0,Admin-Nevada,Pending,11/21/2023,112272.02,heidi.garcia@example.com,1903689002,Poor,False,Admin,Nevada,Valid,Needs Verification
458,EMP1458,Frank,Williams,30.0,DevOps-Illinois,Active,2/13/2022,71477.63,frank.williams@example.com,,Good,True,DevOps,Illinois,Invalid,Needs Verification
459,EMP1459,Charlie,Williams,30.0,DevOps-Texas,Pending,3/19/2023,77412.1,charlie.williams@example.com,9342967110,Poor,False,DevOps,Texas,Valid,Needs Verification
460,EMP1460,Alice,Johnson,30.0,Sales-California,Pending,3/28/2021,94775.27,alice.johnson@example.com,4837537457,Average,False,Sales,California,Valid,Needs Verification
461,EMP1461,Heidi,Jones,30.0,HR-Nevada,Active,5/2/2021,74276.71,heidi.jones@example.com,4384588104,Excellent,True,HR,Nevada,Valid,Needs Verification
462,EMP1462,Bob,Miller,35.0,Finance-Texas,Inactive,3/5/2021,67467.86,bob.miller@example.com,6974132833,Good,True,Finance,Texas,Valid,Needs Verification
463,EMP1463,Eva,Smith,25.0,DevOps-Texas,Active,3/1/2022,80675.41,eva.smith@example.com,8315203770,Excellent,False,DevOps,Texas,Valid,Needs Verification
464,EMP1464,Charlie,Brown,40.0,Finance-Florida,Inactive,1/23/2023,76274.33,charlie.brown@example.com,,Average,False,Finance,Florida,Invalid,Needs Verification
465,EMP1465,David,Davis,30.0,Finance-Texas,Active,8/26/2021,51405.46,david.davis@example.com,4967066702,Average,True,Finance,Texas,Valid,Needs Verification
466,EMP1466,Bob,Garcia,25.0,HR-New York,Inactive,11/25/2020,101238.96,bob.garcia@example.com,3626804084,Average,True,HR,New York,Valid,Needs Verification
467,EMP1467,Bob,Smith,35.0,Sales-Illinois,Inactive,12/13/2023,52169.52,bob.smith@example.com,,Excellent,False,Sales,Illinois,Invalid,Needs Verification
468,EMP1468,Charlie,Jones,30.0,Finance-New York,Active,7/26/2020,73176.62,charlie.jones@example.com,6018648768,Excellent,False,Finance,New York,Valid,Needs Verification
469,EMP1469,Grace,Brown,30.0,DevOps-Nevada,Pending,6/27/2021,96241.85,grace.brown@example.com,9842673203,Excellent,False,DevOps,Nevada,Valid,Needs Verification
470,EMP1470,Bob,Jones,25.0,Finance-Illinois,Pending,9/16/2024,84366.38,bob.jones@example.com,4138459608,Excellent,False,Finance,Illinois,Valid,Needs Verification
471,EMP1471,Alice,Garcia,40.0,Cloud Tech-California,Pending,7/4/2023,92015.09,alice.garcia@example.com,4544901494,Average,True,Cloud Tech,California,Valid,Needs Verification
472,EMP1472,Alice,Williams,30.0,Admin-Nevada,Inactive,6/16/2020,83149.95,alice.williams@example.com,4277070704,Average,False,Admin,Nevada,Valid,Needs Verification
473,EMP1473,Grace,Brown,40.0,Finance-Nevada,Inactive,7/5/2020,94930.65,grace.brown@example.com,7836091497,Good,False,Finance,Nevada,Valid,Needs Verification
474,EMP1474,Frank,Williams,40.0,HR-New York,Inactive,4/1/2020,68430.72,frank.williams@example.com,5172444722,Good,True,HR,New York,Valid,Needs Verification
475,EMP1475,David,Garcia,35.0,Sales-Texas,Active,3/20/2024,98752.97,david.garcia@example.com,2290310286,Excellent,False,Sales,Texas,Valid,Needs Verification
476,EMP1476,Frank,Smith,30.0,Finance-Illinois,Active,2/7/2023,54268.86,frank.smith@example.com,9508304404,Poor,True,Finance,Illinois,Valid,Needs Verification
477,EMP1477,Grace,Garcia,30.0,DevOps-Florida,Pending,12/10/2024,66494.94,grace.garcia@example.com,8093511870,Poor,False,DevOps,Florida,Valid,Needs Verification
478,EMP1478,Grace,Smith,25.0,Sales-Illinois,Pending,6/27/2024,90003.98,grace.smith@example.com,8133595615,Average,False,Sales,Illinois,Valid,Needs Verification
479,EMP1479,Charlie,Brown,25.0,Finance-New York,Active,3/9/2021,106592.25,charlie.brown@example.com,4205955656,Average,True,Finance,New York,Valid,Needs Verification
480,EMP1480,Grace,Brown,25.0,DevOps-Florida,Active,8/11/2024,93905.83,grace.brown@example.com,4902504289,Average,True,DevOps,Florida,Valid,Needs Verification
481,EMP1481,Eva,Miller,35.0,DevOps-Texas,Active,3/5/2022,88945.49,eva.miller@example.com,1935889535,Good,False,DevOps,Texas,Valid,Needs Verification
482,EMP1482,Eva,Jones,30.0,Finance-Texas,Pending,6/30/2023,91130.33,eva.jones@example.com,9026113988,Good,False,Finance,Texas,Valid,Needs Verification
483,EMP1483,Bob,Miller,40.0,Admin-New York,Pending,4/19/2023,90787.4,bob.miller@example.com,8681809787,Average,False,Admin,New York,Valid,Needs Verification
484,EMP1484,Bob,Jones,25.0,Sales-Texas,Inactive,11/11/2024,87494.34,bob.jones@example.com,7543943534,Average,True,Sales,Texas,Valid,Needs Verification
485,EMP1485,Grace,Miller,35.0,Finance-Nevada,Inactive,3/17/2023,92627.35,grace.miller@example.com,3751376514,Average,False,Finance,Nevada,Valid,Needs Verification
486,EMP1486,Eva,Williams,40.0,Admin-Illinois,Pending,10/26/2023,98556.29,eva.williams@example.com,8815793762,Poor,True,Admin,Illinois,Valid,Needs Verification
487,EMP1487,Frank,Brown,30.0,Cloud Tech-Nevada,Inactive,7/4/2021,112792.2,frank.brown@example.com,9283692943,Good,True,Cloud Tech,Nevada,Valid,Needs Verification
488,EMP1488,Eva,Smith,35.0,HR-Florida,Pending,11/3/2023,56875.22,eva.smith@example.com,5511668296,Poor,False,HR,Florida,Valid,Needs Verification
489,EMP1489,Charlie,Jones,35.0,DevOps-Florida,Inactive,7/5/2021,101015.96,charlie.jones@example.com,3270216486,Poor,True,DevOps,Florida,Valid,Needs Verification
